<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>
07.04.2021;0;5099.0000000;5160.0000000;5057.0000000;5117.0000000;2887
08.04.2021;0;5105.0000000;5165.0000000;5090.0000000;5158.0000000;2035
09.04.2021;0;5168.0000000;5287.0000000;5153.0000000;5270.0000000;3088
12.04.2021;0;5298.0000000;5310.0000000;5007.0000000;5069.0000000;13848
13.04.2021;0;5082.0000000;5100.0000000;4910.0000000;4963.0000000;7879
14.04.2021;0;4954.0000000;4971.0000000;4851.0000000;4879.0000000;6520
15.04.2021;0;4940.0000000;4985.0000000;4869.0000000;4970.0000000;6918
16.04.2021;0;4932.0000000;4990.0000000;4890.0000000;4917.0000000;3063
19.04.2021;0;5017.0000000;5017.0000000;4819.0000000;4868.0000000;6697
20.04.2021;0;4887.0000000;4890.0000000;4805.0000000;4826.0000000;3103
21.04.2021;0;4855.0000000;4884.0000000;4782.0000000;4878.0000000;6554
22.04.2021;0;4879.0000000;4890.0000000;4575.0000000;4701.0000000;11535
23.04.2021;0;4600.0000000;4647.0000000;4338.0000000;4441.0000000;46289
26.04.2021;0;4425.0000000;4453.0000000;4320.0000000;4399.0000000;14495
27.04.2021;0;4420.0000000;4448.0000000;4313.0000000;4373.0000000;14422
28.04.2021;0;4350.0000000;4354.0000000;4275.0000000;4309.0000000;9857
29.04.2021;0;4314.0000000;4345.0000000;4290.0000000;4330.0000000;8796
30.04.2021;0;4336.0000000;4382.0000000;4297.0000000;4330.0000000;4898
04.05.2021;0;4317.0000000;4321.0000000;4178.0000000;4260.0000000;5078
05.05.2021;0;4260.0000000;4300.0000000;4230.0000000;4250.0000000;5663
06.05.2021;0;4279.0000000;4291.0000000;4187.0000000;4260.0000000;9755
07.05.2021;0;4289.0000000;4314.0000000;4228.0000000;4263.0000000;4621
10.05.2021;0;4242.0000000;4263.0000000;4149.0000000;4159.0000000;5395
11.05.2021;0;4149.0000000;4150.0000000;4034.0000000;4082.0000000;9886
12.05.2021;0;4088.0000000;4098.0000000;3990.0000000;4013.0000000;7844
13.05.2021;0;4049.0000000;4049.0000000;3961.0000000;3990.0000000;5135
14.05.2021;0;4026.0000000;4130.0000000;4005.0000000;4096.0000000;3055
17.05.2021;0;4110.0000000;4148.0000000;4055.0000000;4090.0000000;3456
18.05.2021;0;4124.0000000;4139.0000000;4040.0000000;4041.0000000;3438
19.05.2021;0;4040.0000000;4087.0000000;3975.0000000;4075.0000000;3178
20.05.2021;0;4074.0000000;4130.0000000;4055.0000000;4127.0000000;2381
21.05.2021;0;4134.0000000;4165.0000000;4118.0000000;4137.0000000;1957
24.05.2021;0;4148.0000000;4215.0000000;4135.0000000;4198.0000000;2221
25.05.2021;0;4211.0000000;4236.0000000;4144.0000000;4180.0000000;4399
26.05.2021;0;4198.0000000;4220.0000000;4160.0000000;4180.0000000;2861
27.05.2021;0;4192.0000000;4253.0000000;4164.0000000;4250.0000000;3089
28.05.2021;0;4283.0000000;4283.0000000;4175.0000000;4175.0000000;4868
01.06.2021;0;4199.0000000;4249.0000000;4165.0000000;4182.0000000;4902
02.06.2021;0;4182.0000000;4221.0000000;4169.0000000;4205.0000000;1915
03.06.2021;0;4213.0000000;4232.0000000;4113.0000000;4128.0000000;4089
04.06.2021;0;4128.0000000;4201.0000000;4098.0000000;4177.0000000;3403
07.06.2021;0;4201.0000000;4201.0000000;4139.0000000;4163.0000000;4075
08.06.2021;0;4168.0000000;4183.0000000;4102.0000000;4115.0000000;2921
09.06.2021;0;4167.0000000;4167.0000000;4109.0000000;4128.0000000;1903
10.06.2021;0;4127.0000000;4165.0000000;4078.0000000;4130.0000000;2068
11.06.2021;0;4149.0000000;4180.0000000;4094.0000000;4175.0000000;2410
14.06.2021;0;4157.0000000;4208.0000000;4131.0000000;4189.0000000;2526
15.06.2021;0;4189.0000000;4214.0000000;4175.0000000;4194.0000000;3168
16.06.2021;0;4195.0000000;4197.0000000;4118.0000000;4145.0000000;4572
17.06.2021;0;4130.0000000;4177.0000000;4105.0000000;4141.0000000;1707
18.06.2021;0;4143.0000000;4151.0000000;4003.0000000;4045.0000000;10017
21.06.2021;0;4071.0000000;4102.0000000;4060.0000000;4093.0000000;3075
22.06.2021;0;4103.0000000;4115.0000000;4051.0000000;4075.0000000;2317
23.06.2021;0;4072.0000000;4087.0000000;4017.0000000;4018.0000000;5687
24.06.2021;0;4078.0000000;4078.0000000;4000.0000000;4058.0000000;5008
25.06.2021;0;4023.0000000;4069.0000000;4023.0000000;4036.0000000;4344
28.06.2021;0;4063.0000000;4161.0000000;4047.0000000;4142.0000000;7453
29.06.2021;0;4138.0000000;4206.0000000;4065.0000000;4132.0000000;6664
30.06.2021;0;4120.0000000;4145.0000000;4054.0000000;4101.0000000;8432
01.07.2021;0;4115.0000000;4146.0000000;4078.0000000;4110.0000000;4663
02.07.2021;0;4132.0000000;4175.0000000;4113.0000000;4154.0000000;3381
06.07.2021;0;4101.0000000;4201.0000000;4101.0000000;4176.0000000;7538
07.07.2021;0;4151.0000000;4201.0000000;4148.0000000;4183.0000000;2168
08.07.2021;0;4190.0000000;4199.0000000;4105.0000000;4138.0000000;3155
09.07.2021;0;4138.0000000;4171.0000000;4108.0000000;4161.0000000;2146
12.07.2021;0;4112.0000000;4229.0000000;4112.0000000;4212.0000000;4063
13.07.2021;0;4209.0000000;4246.0000000;4185.0000000;4220.0000000;5543
14.07.2021;0;4199.0000000;4252.0000000;4180.0000000;4198.0000000;2013
15.07.2021;0;4185.0000000;4209.0000000;4132.0000000;4150.0000000;2864
16.07.2021;0;4145.0000000;4229.0000000;4070.0000000;4077.0000000;4266
19.07.2021;0;4101.0000000;4167.0000000;4039.0000000;4089.0000000;5308
20.07.2021;0;4099.0000000;4128.0000000;4059.0000000;4113.0000000;1709
21.07.2021;0;4114.0000000;4173.0000000;4090.0000000;4156.0000000;2157
22.07.2021;0;4147.0000000;4299.0000000;3981.0000000;4024.0000000;8831
23.07.2021;0;4069.0000000;4076.0000000;3862.0000000;3908.0000000;19418
26.07.2021;0;3919.0000000;4019.0000000;3906.0000000;4007.0000000;8754
27.07.2021;0;3956.0000000;3961.0000000;3863.0000000;3897.0000000;10804
28.07.2021;0;3928.0000000;3978.0000000;3886.0000000;3912.0000000;5045
29.07.2021;0;3897.0000000;3964.0000000;3896.0000000;3930.0000000;4207
30.07.2021;0;3911.0000000;3947.0000000;3890.0000000;3930.0000000;7736
02.08.2021;0;3949.0000000;3979.0000000;3915.0000000;3925.0000000;8328
03.08.2021;0;3914.0000000;3949.0000000;3900.0000000;3948.0000000;1862
04.08.2021;0;3959.0000000;3959.0000000;3916.0000000;3934.0000000;4003
05.08.2021;0;3957.0000000;3959.0000000;3923.0000000;3933.0000000;1838
06.08.2021;0;3940.0000000;3975.0000000;3926.0000000;3972.0000000;1658
09.08.2021;0;3979.0000000;4009.0000000;3953.0000000;3974.0000000;4278
10.08.2021;0;3975.0000000;4016.0000000;3960.0000000;3992.0000000;2624
11.08.2021;0;3994.0000000;4002.0000000;3972.0000000;3972.0000000;1716
12.08.2021;0;3971.0000000;3992.0000000;3921.0000000;3947.0000000;2001
13.08.2021;0;3952.0000000;3955.0000000;3890.0000000;3911.0000000;3052
16.08.2021;0;3866.0000000;3934.0000000;3866.0000000;3909.0000000;2494
17.08.2021;0;3914.0000000;3938.0000000;3842.0000000;3874.0000000;3174
18.08.2021;0;3879.0000000;3910.0000000;3850.0000000;3857.0000000;3078
19.08.2021;0;3852.0000000;3908.0000000;3827.0000000;3889.0000000;6106
20.08.2021;0;3908.0000000;3930.0000000;3830.0000000;3869.0000000;5827
23.08.2021;0;3876.0000000;3964.0000000;3866.0000000;3946.0000000;5577
24.08.2021;0;3949.0000000;3979.0000000;3937.0000000;3973.0000000;2561
25.08.2021;0;3961.0000000;4011.0000000;3961.0000000;3985.0000000;2640
26.08.2021;0;3984.0000000;4005.0000000;3936.0000000;3949.0000000;3758
27.08.2021;0;3958.0000000;3968.0000000;3924.0000000;3968.0000000;1814
30.08.2021;0;3973.0000000;4038.0000000;3960.0000000;3976.0000000;3718
31.08.2021;0;3960.0000000;3991.0000000;3940.0000000;3963.0000000;4692
01.09.2021;0;3904.0000000;4001.0000000;3904.0000000;3983.0000000;5740
02.09.2021;0;3908.0000000;3934.0000000;3885.0000000;3924.0000000;4313
03.09.2021;0;3918.0000000;3935.0000000;3873.0000000;3894.0000000;3098
07.09.2021;0;3930.0000000;3952.0000000;3914.0000000;3935.0000000;4965
08.09.2021;0;3953.0000000;3953.0000000;3891.0000000;3920.0000000;2577
09.09.2021;0;3920.0000000;3930.0000000;3889.0000000;3900.0000000;1327
10.09.2021;0;3913.0000000;4005.0000000;3895.0000000;3946.0000000;4242
13.09.2021;0;3969.0000000;4037.0000000;3943.0000000;3989.0000000;6910
14.09.2021;0;3994.0000000;4030.0000000;3963.0000000;3978.0000000;1781
15.09.2021;0;3992.0000000;3992.0000000;3951.0000000;3987.0000000;2758
16.09.2021;0;3998.0000000;4010.0000000;3936.0000000;3968.0000000;1941
17.09.2021;0;3988.0000000;3989.0000000;3910.0000000;3950.0000000;2822
20.09.2021;0;3920.0000000;3945.0000000;3854.0000000;3891.0000000;3787
21.09.2021;0;3915.0000000;3921.0000000;3865.0000000;3865.0000000;1284
22.09.2021;0;3866.0000000;3919.0000000;3864.0000000;3903.0000000;4052
23.09.2021;0;3909.0000000;3950.0000000;3898.0000000;3932.0000000;3748
