<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>
06.05.2021;0;13632.0000000;13632.0000000;13384.0000000;13481.0000000;203
07.05.2021;0;13484.0000000;13637.0000000;13454.0000000;13631.0000000;67
10.05.2021;0;13722.0000000;13846.0000000;13650.0000000;13705.0000000;172
11.05.2021;0;13591.0000000;13602.0000000;13270.0000000;13450.0000000;658
12.05.2021;0;13430.0000000;13506.0000000;13239.0000000;13271.0000000;683
13.05.2021;0;13184.0000000;13359.0000000;12389.0000000;12737.0000000;1691
14.05.2021;0;12760.0000000;12932.0000000;12476.0000000;12875.0000000;1231
17.05.2021;0;12829.0000000;12888.0000000;12475.0000000;12798.0000000;774
18.05.2021;0;12619.0000000;12627.0000000;12496.0000000;12500.0000000;589
19.05.2021;0;12489.0000000;12489.0000000;12320.0000000;12466.0000000;393
20.05.2021;0;12500.0000000;12637.0000000;12420.0000000;12623.0000000;426
21.05.2021;0;12629.0000000;12889.0000000;12602.0000000;12725.0000000;304
24.05.2021;0;12725.0000000;12856.0000000;12667.0000000;12810.0000000;284
25.05.2021;0;12875.0000000;13000.0000000;12830.0000000;12946.0000000;233
26.05.2021;0;13015.0000000;13088.0000000;12958.0000000;12991.0000000;554
27.05.2021;0;12988.0000000;13178.0000000;12913.0000000;13166.0000000;826
28.05.2021;0;13248.0000000;13250.0000000;13084.0000000;13102.0000000;333
01.06.2021;0;13144.0000000;13292.0000000;13116.0000000;13167.0000000;569
02.06.2021;0;13237.0000000;13240.0000000;12950.0000000;12950.0000000;452
03.06.2021;0;12990.0000000;12990.0000000;12827.0000000;12909.0000000;177
04.06.2021;0;12937.0000000;12937.0000000;12819.0000000;12914.0000000;277
07.06.2021;0;12862.0000000;12971.0000000;12850.0000000;12906.0000000;336
08.06.2021;0;12901.0000000;12901.0000000;12700.0000000;12741.0000000;102
09.06.2021;0;12693.0000000;12787.0000000;12693.0000000;12729.0000000;245
10.06.2021;0;12729.0000000;12760.0000000;12621.0000000;12676.0000000;3265
11.06.2021;0;12691.0000000;12817.0000000;12645.0000000;12817.0000000;861
