<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>
09.02.2021;0;10249.0000000;10249.0000000;10072.0000000;10076.0000000;5922
10.02.2021;0;10115.0000000;10120.0000000;9949.0000000;9992.0000000;9121
11.02.2021;0;9971.0000000;10066.0000000;9870.0000000;9928.0000000;5216
12.02.2021;0;9956.0000000;10028.0000000;9870.0000000;9960.0000000;6158
16.02.2021;0;10010.0000000;10023.0000000;9792.0000000;9815.0000000;8431
17.02.2021;0;9960.0000000;9960.0000000;9589.0000000;9643.0000000;10107
18.02.2021;0;9744.0000000;9744.0000000;9450.0000000;9578.0000000;6949
19.02.2021;0;9511.0000000;9680.0000000;9511.0000000;9635.0000000;5993
22.02.2021;0;9775.0000000;9775.0000000;9348.0000000;9410.0000000;11468
24.02.2021;0;9400.0000000;9476.0000000;9025.0000000;9191.0000000;16617
25.02.2021;0;9196.0000000;9328.0000000;9001.0000000;9101.0000000;14254
26.02.2021;0;9101.0000000;9310.0000000;8800.0000000;9310.0000000;14554
01.03.2021;0;9266.0000000;9478.0000000;9105.0000000;9460.0000000;9694
02.03.2021;0;9460.0000000;9594.0000000;9250.0000000;9260.0000000;7940
03.03.2021;0;9319.0000000;9333.0000000;9026.0000000;9080.0000000;7061
04.03.2021;0;9189.0000000;9189.0000000;8784.0000000;8976.0000000;15320
05.03.2021;0;8949.0000000;9030.0000000;8756.0000000;8998.0000000;9970
09.03.2021;0;8887.0000000;9015.0000000;8702.0000000;8963.0000000;15075
10.03.2021;0;8984.0000000;9033.0000000;8810.0000000;8870.0000000;16098
11.03.2021;0;8890.0000000;9074.0000000;8890.0000000;8945.0000000;16233
12.03.2021;0;9013.0000000;9013.0000000;8760.0000000;8864.0000000;17084
15.03.2021;0;8950.0000000;9041.0000000;8820.0000000;9037.0000000;14532
16.03.2021;0;9049.0000000;9247.0000000;9049.0000000;9165.0000000;12745
17.03.2021;0;9155.0000000;9270.0000000;9058.0000000;9171.0000000;12408
18.03.2021;0;9198.0000000;9244.0000000;8955.0000000;8980.0000000;9002
19.03.2021;0;9008.0000000;9016.0000000;8888.0000000;8910.0000000;5298
22.03.2021;0;8988.0000000;9260.0000000;8964.0000000;9220.0000000;11407
23.03.2021;0;9100.0000000;9447.0000000;9064.0000000;9360.0000000;10974
24.03.2021;0;9321.0000000;9380.0000000;9188.0000000;9206.0000000;6372
25.03.2021;0;9204.0000000;9270.0000000;9041.0000000;9190.0000000;6772
26.03.2021;0;9253.0000000;9253.0000000;9047.0000000;9151.0000000;4235
29.03.2021;0;9138.0000000;9298.0000000;9134.0000000;9203.0000000;5252
30.03.2021;0;9155.0000000;9166.0000000;9050.0000000;9099.0000000;5343
31.03.2021;0;9166.0000000;9325.0000000;9136.0000000;9239.0000000;7272
01.04.2021;0;9300.0000000;9457.0000000;9300.0000000;9400.0000000;12248
05.04.2021;0;9499.0000000;9630.0000000;9402.0000000;9615.0000000;8317
06.04.2021;0;9580.0000000;9812.0000000;9539.0000000;9735.0000000;7150
07.04.2021;0;9895.0000000;9895.0000000;9742.0000000;9842.0000000;8619
08.04.2021;0;9901.0000000;10046.0000000;9849.0000000;10046.0000000;10802
09.04.2021;0;9970.0000000;10289.0000000;9501.0000000;10277.0000000;12125
12.04.2021;0;10275.0000000;10330.0000000;10118.0000000;10155.0000000;13138
13.04.2021;0;10120.0000000;10296.0000000;10080.0000000;10219.0000000;11707
14.04.2021;0;10174.0000000;10227.0000000;10000.0000000;10015.0000000;9233
15.04.2021;0;10100.0000000;10303.0000000;10100.0000000;10260.0000000;15422
16.04.2021;0;10285.0000000;10285.0000000;10115.0000000;10165.0000000;3831
19.04.2021;0;10132.0000000;10335.0000000;10132.0000000;10274.0000000;7032
20.04.2021;0;10438.0000000;10438.0000000;10141.0000000;10170.0000000;7093
21.04.2021;0;10135.0000000;10235.0000000;10083.0000000;10221.0000000;5438
22.04.2021;0;10232.0000000;10232.0000000;9945.0000000;9950.0000000;9405
23.04.2021;0;9805.0000000;10135.0000000;9800.0000000;10076.0000000;3383
26.04.2021;0;10130.0000000;10130.0000000;10016.0000000;10086.0000000;2795
27.04.2021;0;10130.0000000;10169.0000000;10054.0000000;10083.0000000;4103
28.04.2021;0;10101.0000000;10379.0000000;9934.0000000;10260.0000000;8330
29.04.2021;0;10261.0000000;10261.0000000;9890.0000000;9930.0000000;10825
30.04.2021;0;9944.0000000;10025.0000000;9870.0000000;9881.0000000;5530
04.05.2021;0;9918.0000000;9943.0000000;9500.0000000;9582.0000000;7812
05.05.2021;0;9739.0000000;9739.0000000;9583.0000000;9600.0000000;5629
06.05.2021;0;9600.0000000;9685.0000000;9470.0000000;9624.0000000;3959
07.05.2021;0;9688.0000000;9754.0000000;9570.0000000;9611.0000000;2588
10.05.2021;0;9611.0000000;9628.0000000;9425.0000000;9430.0000000;2744
11.05.2021;0;9430.0000000;9430.0000000;9120.0000000;9297.0000000;8478
12.05.2021;0;9309.0000000;9328.0000000;9123.0000000;9130.0000000;6868
13.05.2021;0;9138.0000000;9318.0000000;9046.0000000;9234.0000000;6848
14.05.2021;0;9345.0000000;9450.0000000;9300.0000000;9430.0000000;6113
17.05.2021;0;9500.0000000;9500.0000000;9253.0000000;9332.0000000;3365
18.05.2021;0;9401.0000000;9407.0000000;9180.0000000;9181.0000000;2072
19.05.2021;0;9178.0000000;9214.0000000;9068.0000000;9196.0000000;4396
20.05.2021;0;9170.0000000;9386.0000000;9137.0000000;9370.0000000;2788
21.05.2021;0;9400.0000000;9404.0000000;9212.0000000;9231.0000000;4101
24.05.2021;0;9227.0000000;9400.0000000;9227.0000000;9345.0000000;2842
25.05.2021;0;9400.0000000;9433.0000000;9279.0000000;9329.0000000;2318
26.05.2021;0;9367.0000000;9385.0000000;9300.0000000;9308.0000000;2305
27.05.2021;0;9348.0000000;9367.0000000;9220.0000000;9247.0000000;2939
28.05.2021;0;9247.0000000;9298.0000000;9125.0000000;9128.0000000;4416
01.06.2021;0;9145.0000000;9232.0000000;9120.0000000;9140.0000000;8092
02.06.2021;0;9188.0000000;9189.0000000;9088.0000000;9129.0000000;5394
03.06.2021;0;9140.0000000;9179.0000000;9018.0000000;9055.0000000;7207
04.06.2021;0;9065.0000000;9185.0000000;9040.0000000;9182.0000000;3212
07.06.2021;0;9182.0000000;9218.0000000;9105.0000000;9180.0000000;5909
08.06.2021;0;9205.0000000;9299.0000000;9145.0000000;9167.0000000;11857
09.06.2021;0;9149.0000000;9209.0000000;9119.0000000;9181.0000000;2583
10.06.2021;0;9197.0000000;9218.0000000;9052.0000000;9065.0000000;3881
11.06.2021;0;9072.0000000;9196.0000000;9050.0000000;9176.0000000;4115
14.06.2021;0;9300.0000000;9414.0000000;9177.0000000;9409.0000000;6872
15.06.2021;0;9378.0000000;9428.0000000;9346.0000000;9355.0000000;9399
16.06.2021;0;9347.0000000;9458.0000000;9309.0000000;9420.0000000;10364
17.06.2021;0;9370.0000000;9584.0000000;9344.0000000;9530.0000000;4264
18.06.2021;0;9509.0000000;9550.0000000;9449.0000000;9474.0000000;4268
21.06.2021;0;9493.0000000;9680.0000000;9470.0000000;9663.0000000;3765
22.06.2021;0;9673.0000000;9771.0000000;9627.0000000;9771.0000000;4447
23.06.2021;0;9900.0000000;9900.0000000;9675.0000000;9700.0000000;2867
24.06.2021;0;9698.0000000;9730.0000000;9620.0000000;9646.0000000;4197
25.06.2021;0;9562.0000000;9663.0000000;9560.0000000;9623.0000000;3905
28.06.2021;0;9574.0000000;9761.0000000;9550.0000000;9718.0000000;4632
29.06.2021;0;9730.0000000;9939.0000000;9707.0000000;9912.0000000;5759
30.06.2021;0;9927.0000000;10040.0000000;9884.0000000;10012.0000000;6412
01.07.2021;0;10012.0000000;10092.0000000;9955.0000000;10080.0000000;3653
02.07.2021;0;10060.0000000;10249.0000000;10027.0000000;10246.0000000;6778
