<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>
11.08.2021;0;45797.0000000;46163.0000000;45797.0000000;45871.0000000;118
12.08.2021;0;45963.0000000;46668.0000000;45784.0000000;46641.0000000;95
13.08.2021;0;46478.0000000;46769.0000000;46477.0000000;46630.0000000;147
16.08.2021;0;46730.0000000;46907.0000000;46230.0000000;46662.0000000;184
17.08.2021;0;46550.0000000;46782.0000000;46500.0000000;46555.0000000;13
18.08.2021;0;46639.0000000;46805.0000000;46444.0000000;46444.0000000;55
19.08.2021;0;46164.0000000;47490.0000000;43373.0000000;43373.0000000;173
20.08.2021;0;47300.0000000;48465.0000000;47277.0000000;48153.0000000;91
23.08.2021;0;48416.0000000;48823.0000000;47977.0000000;48796.0000000;241
24.08.2021;0;49018.0000000;49117.0000000;48315.0000000;48403.0000000;347
25.08.2021;0;48470.0000000;48753.0000000;48300.0000000;48448.0000000;170
26.08.2021;0;48260.0000000;48692.0000000;48250.0000000;48525.0000000;175
27.08.2021;0;48340.0000000;48668.0000000;48334.0000000;48549.0000000;201
30.08.2021;0;48577.0000000;49000.0000000;48512.0000000;48973.0000000;97
31.08.2021;0;49240.0000000;49240.0000000;48435.0000000;48501.0000000;139
01.09.2021;0;48697.0000000;48793.0000000;48460.0000000;48700.0000000;63
02.09.2021;0;48574.0000000;48686.0000000;48330.0000000;48412.0000000;103
03.09.2021;0;48400.0000000;48782.0000000;48239.0000000;48398.0000000;29
07.09.2021;0;48399.0000000;49214.0000000;48399.0000000;48520.0000000;147
08.09.2021;0;48492.0000000;48558.0000000;48327.0000000;48472.0000000;90
09.09.2021;0;48220.0000000;48545.0000000;48220.0000000;48234.0000000;83
10.09.2021;0;48370.0000000;48647.0000000;48031.0000000;48191.0000000;261
13.09.2021;0;48232.0000000;48440.0000000;46685.0000000;46948.0000000;101
14.09.2021;0;46924.0000000;47217.0000000;46819.0000000;47072.0000000;50
15.09.2021;0;47069.0000000;47836.0000000;47064.0000000;47669.0000000;90
16.09.2021;0;48000.0000000;48284.0000000;47584.0000000;48284.0000000;29
17.09.2021;0;48320.0000000;48447.0000000;47656.0000000;47656.0000000;95
20.09.2021;0;47594.0000000;47854.0000000;46766.0000000;47076.0000000;87
21.09.2021;0;47443.0000000;47568.0000000;45085.0000000;45419.0000000;289
22.09.2021;0;45663.0000000;45795.0000000;45000.0000000;45693.0000000;139
23.09.2021;0;45896.0000000;46029.0000000;45717.0000000;46029.0000000;191
